'number', 'chromosome', 'start', 'stop', 'maker_name', 'DNA_left', 'DNA_intra', 'DNA_right', 'LTR_left', 'LTR_intra', 'LTR_right', 'Unknown_left', 'Unknown_intra', 'Unknown_right', 'LINE_left', 'LINE_intra', 'LINE_right', 'MULE_left', 'MULE_intra', 'MULE_right', 'Gypsy_left', 'Gypsy_intra', 'Gypsy_right', 'Unknown_fam_left', 'Unknown_fam_intra', 'Unknown_fam_right', 'CMC_EnSpm_left', 'CMC_EnSpm_intra', 'CMC_EnSpm_right', 'Copia_left', 'Copia_intra', 'Copia_right', 'None_left', 'None_intra', 'None_right', 'hAT_left', 'hAT_intra', 'hAT_right', 'PIF_Harbinger_left', 'PIF_Harbinger_intra', 'PIF_Harbinger_right', 'prox_left', 'prox_right', 'they_are_inside', 'length'
13,'Fvb6-1',73068,74267,'augustus_masked-Fvb6-1-processed-gene-0.10',0,0,0.216,0,0,0.026,0.518,0,0,0,0,0,0,0,0.216,0,0,0,0.518,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,240,172,0,1200
14,'Fvb6-1',74984,75470,'maker-Fvb6-1-snap-gene-0.43',0.13,0,0,0,0,0,0,0,0,0,0.11704312114989733,0.116,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11704312114989733,0.116,0,0,0,0,0,0,434,0,0,459
15,'Fvb6-1',75720,87833,'maker-Fvb6-1-augustus-gene-0.41',0,0,0,0,0,0,0,0.004292554069671455,0,0.23,0,0,0,0,0,0,0,0,0,0.004292554069671455,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,190,None,1,6933
16,'Fvb6-1',88504,92040,'maker-Fvb6-1-augustus-gene-1.64',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2434
17,'Fvb6-1',93314,100547,'maker-Fvb6-1-augustus-gene-1.54',0,0,0,0.182,0,0,0.228,0.014100082941664363,0,0,0,0,0,0,0,0.182,0,0,0.228,0.014100082941664363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,None,1,3477
18,'Fvb6-1',101643,106147,'maker-Fvb6-1-snap-gene-1.89',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,990
19,'Fvb6-1',110411,110884,'maker-Fvb6-1-snap-gene-1.76',0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,None,0,186
20,'Fvb6-1',111251,113748,'maker-Fvb6-1-augustus-gene-1.55',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,963
21,'Fvb6-1',115606,119477,'maker-Fvb6-1-augustus-gene-1.56',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2361
22,'Fvb6-1',121684,122760,'augustus_masked-Fvb6-1-processed-gene-1.14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1077
23,'Fvb6-1',124372,125895,'augustus_masked-Fvb6-1-processed-gene-1.15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1524
24,'Fvb6-1',125831,130366,'maker-Fvb6-1-snap-gene-1.79',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2042
25,'Fvb6-1',131210,133762,'maker-Fvb6-1-snap-gene-1.80',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,976
26,'Fvb6-1',134771,136323,'maker-Fvb6-1-snap-gene-1.81',0,0.29555698647778494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,1388
27,'Fvb6-1',136195,136791,'snap_masked-Fvb6-1-processed-gene-1.47',0.536,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,291,0,402
28,'Fvb6-1',137500,144945,'maker-Fvb6-1-snap-gene-1.91',0,0,0,0.118,0.042841794251947354,0,0.186,0,0.252,0,0,0,0,0,0,0.118,0.033037872683319904,0,0.186,0.00980392156862745,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1,5153
29,'Fvb6-1',138090,138625,'maker-Fvb6-1-snap-gene-1.82',0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,None,0,249
30,'Fvb6-1',139407,140730,'maker-Fvb6-1-snap-gene-1.83',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,918
31,'Fvb6-1',144640,146354,'maker-Fvb6-1-snap-gene-1.84',0,0.4425655976676385,0,0,0.060058309037900874,0.262,0,0.13527696793002914,0.218,0,0,0,0,0,0,0,0.01749271137026239,0.262,0,0.17784256559766765,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,125,4,891
32,'Fvb6-1',146968,147489,'augustus_masked-Fvb6-1-processed-gene-1.7',0,0,0,0.036,0,0.15,0.218,0,0,0,0,0,0,0,0,0.036,0,0,0.218,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,13,0,522
33,'Fvb6-1',149726,150483,'maker-Fvb6-1-augustus-gene-1.70',0.614,0,0,0.404,0,0,0,0,0,0,0,0,0.614,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,None,0,645
34,'Fvb6-1',150032,150910,'snap_masked-Fvb6-1-processed-gene-1.35',0.002,0,0,0.208,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,None,0,411
35,'Fvb6-1',152894,153301,'snap_masked-Fvb6-1-processed-gene-1.38',0.886,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.886,0,0,0,0,0,56,389,0,408
36,'Fvb6-1',154439,157525,'maker-Fvb6-1-snap-gene-1.94',0,0,0,0.306,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,346,448,0,871
37,'Fvb6-1',159964,160314,'snap_masked-Fvb6-1-processed-gene-1.39',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,351
38,'Fvb6-1',163548,164399,'augustus_masked-Fvb6-1-processed-gene-1.9',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,852
39,'Fvb6-1',165402,166874,'snap_masked-Fvb6-1-processed-gene-1.52',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1218
40,'Fvb6-1',173504,175856,'maker-Fvb6-1-augustus-gene-1.62',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1555
41,'Fvb6-1',177160,177585,'augustus_masked-Fvb6-1-processed-gene-1.11',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,426
42,'Fvb6-1',179531,187119,'maker-Fvb6-1-augustus-gene-1.63',0.168,0.005929634998023455,0,0,0,0,0,0,0,0,0.06970615364343129,0,0.168,0.005929634998023455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06970615364343129,0,0,0,0,0,0,0,0,None,1,3480
43,'Fvb6-1',184761,187127,'maker-Fvb6-1-augustus-gene-1.72',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1653
44,'Fvb6-1',188436,190098,'maker-Fvb6-1-augustus-gene-2.42',0,0,0,1.0,0.1545399879735418,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.1545399879735418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,1243
45,'Fvb6-1',192325,194795,'maker-Fvb6-1-snap-gene-2.46',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1593
46,'Fvb6-1',195709,196173,'snap_masked-Fvb6-1-processed-gene-2.16',0,0,0,0.314,0.17419354838709677,0.48600000000000004,0,0,0,0,0,0,0,0,0,0,0.17419354838709677,0.024,0.314,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,180,0,465
47,'Fvb6-1',197587,201107,'snap_masked-Fvb6-1-processed-gene-2.17',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3352
48,'Fvb6-1',197591,203335,'maker-Fvb6-1-snap-gene-2.55',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,4012
49,'Fvb6-1',204320,206765,'snap_masked-Fvb6-1-processed-gene-2.27',0,0,0,0,0,0,0,0,0.418,0.158,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,228,290,0,441
50,'Fvb6-1',215504,219105,'maker-Fvb6-1-augustus-gene-2.43',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1805
51,'Fvb6-1',223399,224352,'augustus_masked-Fvb6-1-processed-gene-2.10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,954
52,'Fvb6-1',227287,230631,'maker-Fvb6-1-snap-gene-2.57',0,0,0,0.85,0.07025411061285501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.07025411061285501,0,0,0,0,0,0,0,0,0,0,74,None,1,1338
53,'Fvb6-1',230649,244416,'maker-Fvb6-1-snap-gene-2.58',0,0,0,0,0.38088320743753634,0.704,0,0,0,0,0.021208599651365484,0,0,0,0,0,0.3297501452643812,0.704,0,0,0,0,0,0,0,0.05113306217315514,0,0,0.021208599651365484,0,0,0,0,0,0,0,None,147,7,5205
54,'Fvb6-1',250063,250421,'maker-Fvb6-1-snap-gene-2.48',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,345
55,'Fvb6-1',256368,257204,'snap_masked-Fvb6-1-processed-gene-2.33',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,837
56,'Fvb6-1',257408,257857,'snap_masked-Fvb6-1-processed-gene-2.20',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,450
57,'Fvb6-1',259221,260229,'maker-Fvb6-1-augustus-gene-2.38',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,832
58,'Fvb6-1',261275,264871,'maker-Fvb6-1-augustus-gene-2.39',0,0,0,0,0,0,0,0.03419516263552961,0,0,0,0,0,0,0,0,0,0,0,0.03419516263552961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,2136
59,'Fvb6-1',264814,267077,'maker-Fvb6-1-snap-gene-2.61',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1755
60,'Fvb6-1',268977,269766,'maker-Fvb6-1-augustus-gene-2.40',0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,398,0,580
61,'Fvb6-1',271080,273573,'maker-Fvb6-1-augustus-gene-2.41',0,0,0,0,0.07738572574178028,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07738572574178028,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,489,1,1224
62,'Fvb6-1',290941,291267,'augustus_masked-Fvb6-1-processed-gene-3.0',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,327
63,'Fvb6-1',291332,292182,'maker-Fvb6-1-snap-gene-3.50',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,843
64,'Fvb6-1',292227,292814,'maker-Fvb6-1-snap-gene-3.51',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,195
65,'Fvb6-1',295830,299525,'maker-Fvb6-1-augustus-gene-3.41',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2560
66,'Fvb6-1',299358,299727,'maker-Fvb6-1-snap-gene-3.52',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,231
67,'Fvb6-1',306981,309748,'maker-Fvb6-1-augustus-gene-3.36',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2092
68,'Fvb6-1',307308,310408,'maker-Fvb6-1-snap-gene-3.62',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2616
69,'Fvb6-1',311155,313088,'maker-Fvb6-1-augustus-gene-3.42',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,946
70,'Fvb6-1',314291,318151,'maker-Fvb6-1-snap-gene-3.54',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2530
71,'Fvb6-1',320160,320592,'maker-Fvb6-1-snap-gene-3.55',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,231
72,'Fvb6-1',320614,322169,'snap_masked-Fvb6-1-processed-gene-3.23',0,0,0,0,0.2461439588688946,0.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2461439588688946,0.732,0,0,0,0,0,0,0,0,0,None,0,0,840
73,'Fvb6-1',324039,325712,'maker-Fvb6-1-snap-gene-3.57',0,0.5310633213859021,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3823178016726404,0,0,0,0,None,0,1,441
74,'Fvb6-1',326986,328736,'maker-Fvb6-1-augustus-gene-3.44',0.45,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,435,0,1350
75,'Fvb6-1',328982,329897,'maker-Fvb6-1-snap-gene-3.58',0,0,0,0,0,0,0,0.10480349344978165,0,0,0,0,0,0,0,0,0,0,0,0.10480349344978165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,456
76,'Fvb6-1',333219,334400,'maker-Fvb6-1-augustus-gene-3.39',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,764
77,'Fvb6-1',348701,349650,'maker-Fvb6-1-augustus-gene-3.45',0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,None,0,456
78,'Fvb6-1',354340,360341,'maker-Fvb6-1-snap-gene-3.68',0,0,0,0,0.1919360213262246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1919360213262246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,657
79,'Fvb6-1',360357,362987,'maker-Fvb6-1-snap-gene-3.67',0,0,0,0,0.6031927023945268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6031927023945268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,4,540
80,'Fvb6-1',371313,373180,'maker-Fvb6-1-snap-gene-3.60',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1221
81,'Fvb6-1',375864,377876,'snap_masked-Fvb6-1-processed-gene-3.34',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1437
82,'Fvb6-1',381630,382365,'maker-Fvb6-1-snap-gene-3.72',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,606
83,'Fvb6-1',386835,388352,'augustus_masked-Fvb6-1-processed-gene-4.2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1518
84,'Fvb6-1',390121,391075,'maker-Fvb6-1-augustus-gene-4.48',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,660
85,'Fvb6-1',394397,395626,'maker-Fvb6-1-augustus-gene-4.49',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,817
86,'Fvb6-1',395451,397403,'maker-Fvb6-1-augustus-gene-4.58',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1503
87,'Fvb6-1',398972,402125,'maker-Fvb6-1-snap-gene-4.68',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1008
88,'Fvb6-1',402124,405310,'augustus_masked-Fvb6-1-processed-gene-4.11',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2232
89,'Fvb6-1',407052,408114,'maker-Fvb6-1-augustus-gene-4.51',0,0,0.28,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,243,0,935
90,'Fvb6-1',409853,410164,'maker-Fvb6-1-snap-gene-4.70',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,234
91,'Fvb6-1',414993,415956,'snap_masked-Fvb6-1-processed-gene-4.28',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,930
92,'Fvb6-1',419938,421920,'augustus_masked-Fvb6-1-processed-gene-4.13',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1983
93,'Fvb6-1',427156,427719,'augustus_masked-Fvb6-1-processed-gene-4.14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,564
94,'Fvb6-1',427228,433860,'maker-Fvb6-1-augustus-gene-4.52',0,0,0,0,0.02201115633951455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02201115633951455,0,0,0,0,0,0,0,0,0,0,None,None,1,3932
95,'Fvb6-1',431288,434058,'maker-Fvb6-1-augustus-gene-4.59',0,0,0,0,0.05268856008661133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05268856008661133,0,0,0,0,0,0,0,0,0,0,None,None,1,1820
96,'Fvb6-1',434606,437937,'augustus_masked-Fvb6-1-processed-gene-4.16',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1999
97,'Fvb6-1',438194,438606,'augustus_masked-Fvb6-1-processed-gene-4.18',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,267
98,'Fvb6-1',440835,445523,'maker-Fvb6-1-augustus-gene-4.53',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2060
99,'Fvb6-1',448114,456555,'maker-Fvb6-1-snap-gene-4.73',0,0.04323619995261787,0,0,0,0,0,0.020374318881781567,0,0,0,0,0,0.04323619995261787,0,0,0,0,0,0.020374318881781567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,5,4380
100,'Fvb6-1',456855,459155,'maker-Fvb6-1-snap-gene-4.82',0,0.14732724902216426,0,0,0,0,0,0,0,0,0,0,0,0.14732724902216426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,3,969
101,'Fvb6-1',459208,459731,'maker-Fvb6-1-augustus-gene-4.63',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,471
102,'Fvb6-1',460553,463476,'maker-Fvb6-1-augustus-gene-4.64',0,0,0,0,0,0,0,0.05813953488372093,0,0,0,0,0,0,0,0,0,0,0,0.05813953488372093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,2319
103,'Fvb6-1',468786,470129,'maker-Fvb6-1-augustus-gene-4.57',0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,None,0,408
104,'Fvb6-1',478452,480997,'maker-Fvb6-1-augustus-gene-5.19',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1892
