'number', 'chromosome', 'start', 'stop', 'maker_name', 'DNA_left', 'DNA_intra', 'DNA_right', 'LTR_left', 'LTR_intra', 'LTR_right', 'Unknown_left', 'Unknown_intra', 'Unknown_right', 'LINE_left', 'LINE_intra', 'LINE_right', 'MULE_left', 'MULE_intra', 'MULE_right', 'Gypsy_left', 'Gypsy_intra', 'Gypsy_right', 'Unknown_fam_left', 'Unknown_fam_intra', 'Unknown_fam_right', 'CMC_EnSpm_left', 'CMC_EnSpm_intra', 'CMC_EnSpm_right', 'Copia_left', 'Copia_intra', 'Copia_right', 'None_left', 'None_intra', 'None_right', 'hAT_left', 'hAT_intra', 'hAT_right', 'PIF_Harbinger_left', 'PIF_Harbinger_intra', 'PIF_Harbinger_right', 'prox_left', 'prox_right', 'they_are_inside', 'length'
24,'Fvb5-1',180877,189631,'maker-Fvb5-1-snap-gene-1.37',0,0.053569388920616794,0,0,0.04842946887492861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04842946887492861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,2,1452
25,'Fvb5-1',186184,186594,'snap_masked-Fvb5-1-processed-gene-2.15',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,411
26,'Fvb5-1',189156,189649,'maker-Fvb5-1-snap-gene-2.40',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,432
27,'Fvb5-1',191620,193878,'maker-Fvb5-1-augustus-gene-2.34',0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,252,0,2003
28,'Fvb5-1',200408,204542,'maker-Fvb5-1-augustus-gene-2.30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,892
29,'Fvb5-1',204902,206785,'maker-Fvb5-1-augustus-gene-2.35',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1163
30,'Fvb5-1',209352,210488,'maker-Fvb5-1-augustus-gene-2.36',0,0,0,0,0,0.84,0.07,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,79,0,516
31,'Fvb5-1',218249,220588,'augustus_masked-Fvb5-1-processed-gene-2.9',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2340
32,'Fvb5-1',220905,222767,'maker-Fvb5-1-snap-gene-2.50',0,0,0,0,0,0,0,0.06924315619967794,0,0,0,0,0,0,0,0,0,0,0,0.06924315619967794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,393
33,'Fvb5-1',236239,238316,'maker-Fvb5-1-augustus-gene-2.31',0.148,0,0,0,0,0,0,0,0.512,0,0,0,0,0,0,0,0,0,0.148,0,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,243,0,943
34,'Fvb5-1',247486,249885,'maker-Fvb5-1-snap-gene-2.45',0,0,0,0.8280000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8280000000000001,0,0,0,0,0,0,0,0,0,0,0,95,None,0,1989
35,'Fvb5-1',250366,251905,'maker-Fvb5-1-augustus-gene-2.37',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1206
36,'Fvb5-1',252588,254686,'maker-Fvb5-1-augustus-gene-2.38',0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,0,0.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,28,0,1294
37,'Fvb5-1',256444,256919,'maker-Fvb5-1-snap-gene-2.53',0,0,0,0.87,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,64,242,0,261
38,'Fvb5-1',263975,266413,'maker-Fvb5-1-augustus-gene-2.33',0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,0,0,0,0,0,0,0,0,0,0,0,57,None,0,1932
39,'Fvb5-1',266946,268433,'maker-Fvb5-1-augustus-gene-2.39',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1154
40,'Fvb5-1',269135,275479,'maker-Fvb5-1-augustus-gene-3.57',0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,144,0,3589
41,'Fvb5-1',277521,277949,'augustus_masked-Fvb5-1-processed-gene-3.1',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,429
42,'Fvb5-1',278326,278799,'augustus_masked-Fvb5-1-processed-gene-2.6',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,474
43,'Fvb5-1',278633,284549,'maker-Fvb5-1-augustus-gene-3.58',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3522
44,'Fvb5-1',284856,287641,'maker-Fvb5-1-augustus-gene-3.59',0,0.06676238334529792,0,0,0,0,0,0,0,0,0,0,0,0.06676238334529792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,1401
45,'Fvb5-1',288866,292169,'maker-Fvb5-1-augustus-gene-3.60',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1882
46,'Fvb5-1',315010,317195,'augustus_masked-Fvb5-1-processed-gene-3.15',0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,None,0,1755
47,'Fvb5-1',317326,318617,'maker-Fvb5-1-augustus-gene-3.62',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1179
48,'Fvb5-1',319633,327017,'maker-Fvb5-1-augustus-gene-3.48',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,6027
49,'Fvb5-1',321618,327146,'maker-Fvb5-1-augustus-gene-3.63',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,4487
50,'Fvb5-1',327094,330086,'augustus_masked-Fvb5-1-processed-gene-3.5',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2476
51,'Fvb5-1',331029,331622,'augustus_masked-Fvb5-1-processed-gene-3.18',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,594
52,'Fvb5-1',334752,335523,'snap_masked-Fvb5-1-processed-gene-3.31',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,246
53,'Fvb5-1',335872,336494,'maker-Fvb5-1-snap-gene-3.86',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,618
54,'Fvb5-1',338285,341638,'maker-Fvb5-1-augustus-gene-3.65',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2210
55,'Fvb5-1',340202,344003,'augustus_masked-Fvb5-1-processed-gene-3.6',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2943
56,'Fvb5-1',345395,347282,'maker-Fvb5-1-augustus-gene-3.50',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,968
57,'Fvb5-1',348277,353079,'maker-Fvb5-1-augustus-gene-3.51',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1759
58,'Fvb5-1',357706,359801,'maker-Fvb5-1-augustus-gene-3.52',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1450
59,'Fvb5-1',362631,365537,'maker-Fvb5-1-augustus-gene-3.53',0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,290,0,1051
60,'Fvb5-1',372906,374923,'augustus_masked-Fvb5-1-processed-gene-3.12',0,0,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,None,-1,0,1927
61,'Fvb5-1',375269,377740,'maker-Fvb5-1-augustus-gene-3.56',0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,106,None,0,2373
62,'Fvb5-1',380498,381100,'augustus_masked-Fvb5-1-processed-gene-3.14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,603
63,'Fvb5-1',381241,383316,'maker-Fvb5-1-augustus-gene-3.66',0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,279,0,1726
64,'Fvb5-1',395042,400106,'maker-Fvb5-1-augustus-gene-4.58',0,0,0,0,0,0,0,0.01855873642645607,0,0,0,0,0,0,0,0,0,0,0,0.01855873642645607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,4843
65,'Fvb5-1',400348,403267,'maker-Fvb5-1-augustus-gene-4.59',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2422
66,'Fvb5-1',404308,406003,'maker-Fvb5-1-snap-gene-4.75',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1467
67,'Fvb5-1',407222,414119,'maker-Fvb5-1-snap-gene-4.86',0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,None,0,4342
68,'Fvb5-1',415924,417139,'maker-Fvb5-1-augustus-gene-4.52',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1066
69,'Fvb5-1',417502,420460,'maker-Fvb5-1-augustus-gene-4.53',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1403
70,'Fvb5-1',420486,424512,'maker-Fvb5-1-augustus-gene-4.61',0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,94,0,2393
71,'Fvb5-1',427026,429976,'maker-Fvb5-1-augustus-gene-4.62',0,0,0.808,0,0.08132836326668925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08132836326668925,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,59,1,2258
72,'Fvb5-1',429272,429808,'snap_masked-Fvb5-1-processed-gene-4.29',0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,227,0,498
73,'Fvb5-1',433441,434754,'augustus_masked-Fvb5-1-processed-gene-4.5',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1314
74,'Fvb5-1',436984,439279,'maker-Fvb5-1-augustus-gene-4.63',0,0.07970383275261324,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07970383275261324,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,1528
75,'Fvb5-1',440143,444698,'maker-Fvb5-1-augustus-gene-4.54',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1689
76,'Fvb5-1',445420,446776,'snap_masked-Fvb5-1-processed-gene-4.42',0,0.2019159911569639,0,0,0.1798084008843036,0,0,0,0,0,0,0,0,0,0,0,0.13190862196020633,0,0,0.047899778924097275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,3,471
77,'Fvb5-1',450581,453562,'augustus_masked-Fvb5-1-processed-gene-4.7',0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,None,0,2454
78,'Fvb5-1',453116,456925,'maker-Fvb5-1-augustus-gene-4.64',0,0.004199475065616798,0.112,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199475065616798,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,186,0,2197
79,'Fvb5-1',459154,461644,'maker-Fvb5-1-augustus-gene-4.56',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2394
80,'Fvb5-1',459776,464462,'maker-Fvb5-1-snap-gene-4.90',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2882
81,'Fvb5-1',464510,465677,'maker-Fvb5-1-augustus-gene-4.66',0,0,0,0,0.1309931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,912
82,'Fvb5-1',465992,468915,'maker-Fvb5-1-snap-gene-4.81',0,0,0,0.186,0.24658002735978113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.24658002735978113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,None,2,2028
83,'Fvb5-1',468997,472251,'maker-Fvb5-1-augustus-gene-4.67',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1876
84,'Fvb5-1',473064,473495,'augustus_masked-Fvb5-1-processed-gene-4.10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,432
85,'Fvb5-1',473735,475774,'maker-Fvb5-1-snap-gene-4.94',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,906
86,'Fvb5-1',477320,480478,'maker-Fvb5-1-augustus-gene-4.69',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1707
87,'Fvb5-1',483489,485576,'maker-Fvb5-1-snap-gene-5.55',0,0,0,0.28600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,None,0,1990
88,'Fvb5-1',487677,495683,'maker-Fvb5-1-augustus-gene-5.40',0,0,0,0,0,0,0,0.017484700886724117,0,0,0,0,0,0,0,0,0,0,0,0.017484700886724117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,3450
89,'Fvb5-1',495084,495566,'augustus_masked-Fvb5-1-processed-gene-5.1',0,0,0,0,0,0,0,0.2898550724637681,0,0,0,0,0,0,0,0,0,0,0,0.2898550724637681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,483
90,'Fvb5-1',496453,509093,'augustus_masked-Fvb5-1-processed-gene-5.2',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,7386
91,'Fvb5-1',511563,516387,'snap_masked-Fvb5-1-processed-gene-5.30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3557
92,'Fvb5-1',519799,523196,'maker-Fvb5-1-augustus-gene-5.51',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1753
93,'Fvb5-1',527483,529768,'maker-Fvb5-1-augustus-gene-5.41',0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,452,None,0,1311
94,'Fvb5-1',530433,531355,'maker-Fvb5-1-augustus-gene-5.42',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,802
95,'Fvb5-1',531818,536468,'maker-Fvb5-1-snap-gene-5.60',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1341
96,'Fvb5-1',536530,540143,'augustus_masked-Fvb5-1-processed-gene-5.5',0,0,0,0,0.04814609850581074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04814609850581074,0,0,0,0,0,0,0,0,0,0,None,None,1,1615
97,'Fvb5-1',540426,541079,'snap_masked-Fvb5-1-processed-gene-5.33',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,654
98,'Fvb5-1',541751,546882,'maker-Fvb5-1-augustus-gene-5.52',0,0,0,0,0,0,0,0.01597817614964926,0,0,0,0,0,0,0,0,0,0,0,0.01597817614964926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,2435
99,'Fvb5-1',557913,560917,'maker-Fvb5-1-augustus-gene-5.53',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2161
100,'Fvb5-1',566300,571250,'maker-Fvb5-1-augustus-gene-5.46',0,0,0,0.34,0.021813774994950515,0,0,0,0,0,0,0,0,0,0,0,0.021813774994950515,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,None,1,2839
101,'Fvb5-1',569613,571199,'augustus_masked-Fvb5-1-processed-gene-5.12',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1587
102,'Fvb5-1',574652,578415,'maker-Fvb5-1-snap-gene-5.70',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3558
103,'Fvb5-1',590905,591834,'augustus_masked-Fvb5-1-processed-gene-6.0',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,930
104,'Fvb5-1',595720,604543,'maker-Fvb5-1-snap-gene-6.40',0,0,0,0,0,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,None,0,3921
105,'Fvb5-1',607031,611627,'maker-Fvb5-1-snap-gene-6.41',0,0,0,0,0.43963454426800086,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0.43963454426800086,0,0,0,0,0,0,0,0,0,0,None,161,1,1702
