'number', 'chromosome', 'start', 'stop', 'maker_name', 'DNA_left', 'DNA_intra', 'DNA_right', 'LTR_left', 'LTR_intra', 'LTR_right', 'Unknown_left', 'Unknown_intra', 'Unknown_right', 'LINE_left', 'LINE_intra', 'LINE_right', 'MULE_left', 'MULE_intra', 'MULE_right', 'Gypsy_left', 'Gypsy_intra', 'Gypsy_right', 'Unknown_fam_left', 'Unknown_fam_intra', 'Unknown_fam_right', 'CMC_EnSpm_left', 'CMC_EnSpm_intra', 'CMC_EnSpm_right', 'Copia_left', 'Copia_intra', 'Copia_right', 'None_left', 'None_intra', 'None_right', 'hAT_left', 'hAT_intra', 'hAT_right', 'PIF_Harbinger_left', 'PIF_Harbinger_intra', 'PIF_Harbinger_right', 'prox_left', 'prox_right', 'they_are_inside', 'length'
12,'Fvb4-1',117225,121505,'maker-Fvb4-1-snap-gene-1.25',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2448
13,'Fvb4-1',129470,131917,'maker-Fvb4-1-snap-gene-1.31',0,0,0,0.694,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0.73,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,134,0,573
14,'Fvb4-1',135340,141780,'maker-Fvb4-1-augustus-gene-1.21',0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,None,0,3133
15,'Fvb4-1',142023,151975,'maker-Fvb4-1-snap-gene-1.32',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2666
16,'Fvb4-1',149868,167879,'maker-Fvb4-1-augustus-gene-1.22',0,0,0,0,0.025649566955363093,0,0,0,0,0,0.06057073062402842,0,0,0,0,0,0,0,0,0.025649566955363093,0,0,0,0,0,0,0,0,0.06057073062402842,0,0,0,0,0,0,0,None,None,4,5730
17,'Fvb4-1',208314,210392,'maker-Fvb4-1-augustus-gene-2.25',0,0,0,1.0,0.007215007215007215,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.007215007215007215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,1760
18,'Fvb4-1',242609,249027,'maker-Fvb4-1-augustus-gene-2.21',0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,None,0,2989
19,'Fvb4-1',250220,251479,'maker-Fvb4-1-snap-gene-2.30',1.0,1.0023809523809524,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032
20,'Fvb4-1',253878,259543,'maker-Fvb4-1-augustus-gene-2.26',0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,None,0,2735
21,'Fvb4-1',266299,272676,'maker-Fvb4-1-augustus-gene-2.24',0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,None,0,3294
22,'Fvb4-1',272805,276670,'maker-Fvb4-1-augustus-gene-2.27',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1971
23,'Fvb4-1',278103,280341,'maker-Fvb4-1-augustus-gene-2.28',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1003
24,'Fvb4-1',280756,292908,'maker-Fvb4-1-augustus-gene-3.33',0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,413,0,3364
25,'Fvb4-1',318084,321951,'maker-Fvb4-1-augustus-gene-3.36',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3624
26,'Fvb4-1',322980,324630,'maker-Fvb4-1-augustus-gene-3.37',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1308
27,'Fvb4-1',339412,340812,'maker-Fvb4-1-snap-gene-3.53',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,548
28,'Fvb4-1',340914,354279,'maker-Fvb4-1-snap-gene-3.54',0,0,0,0,0.4982792159209935,0,0,0,0,0,0,0,0,0,0,0,0.37902139757593895,0,0,0.10025437677689661,0,0,0,0,0,0.019003441568158013,0,0,0,0,0,0,0,0,0,0,None,None,12,1818
29,'Fvb4-1',351127,352954,'snap_masked-Fvb4-1-processed-gene-3.17',0,0,0,1.0,0.9239606126914661,0,0,0,0,0,0,0,0,0,0,0,0.40754923413566746,0,1.0,0.4349015317286652,0,0,0,0,0,0.08150984682713348,0,0,0,0,0,0,0,0,0,0,0,None,3,225
30,'Fvb4-1',354703,356683,'maker-Fvb4-1-snap-gene-3.46',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,989
31,'Fvb4-1',356975,357516,'maker-Fvb4-1-snap-gene-3.47',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,243
32,'Fvb4-1',357359,363758,'maker-Fvb4-1-augustus-gene-3.41',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,5151
33,'Fvb4-1',357568,358886,'maker-Fvb4-1-snap-gene-3.48',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1293
34,'Fvb4-1',365167,368483,'maker-Fvb4-1-snap-gene-3.57',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1664
35,'Fvb4-1',369126,373101,'maker-Fvb4-1-snap-gene-3.49',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1315
36,'Fvb4-1',374444,384177,'maker-Fvb4-1-augustus-gene-3.35',0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,259,0,4402
37,'Fvb4-1',385759,386013,'snap_masked-Fvb4-1-processed-gene-3.24',0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,None,0,255
38,'Fvb4-1',386637,387094,'maker-Fvb4-1-snap-gene-3.58',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,324
39,'Fvb4-1',388625,397363,'snap_masked-Fvb4-1-processed-gene-4.10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2476
40,'Fvb4-1',406195,415465,'maker-Fvb4-1-snap-gene-4.39',0,0,0,0,0.07992665300399093,0,0,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07992665300399093,0,0.656,0,0,0,0,0,0,0,0,171,None,1,2233
41,'Fvb4-1',415529,418578,'maker-Fvb4-1-augustus-gene-4.25',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,712
42,'Fvb4-1',418689,419568,'maker-Fvb4-1-snap-gene-4.40',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,573
43,'Fvb4-1',419652,419887,'maker-Fvb4-1-snap-gene-4.41',0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,346,0,216
44,'Fvb4-1',427991,428716,'snap_masked-Fvb4-1-processed-gene-4.20',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,675
45,'Fvb4-1',439880,447381,'snap_masked-Fvb4-1-processed-gene-4.14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2986
46,'Fvb4-1',455606,456709,'maker-Fvb4-1-augustus-gene-4.27',0,0,0.02,0.126,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.74,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,489,0,510
47,'Fvb4-1',480646,481143,'maker-Fvb4-1-snap-gene-4.37',0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,None,0,459
48,'Fvb4-1',481172,485389,'maker-Fvb4-1-snap-gene-4.38',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2505
49,'Fvb4-1',485009,488218,'maker-Fvb4-1-augustus-gene-4.30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2527
50,'Fvb4-1',487658,488051,'maker-Fvb4-1-snap-gene-5.35',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,366
51,'Fvb4-1',488525,495859,'maker-Fvb4-1-augustus-gene-5.25',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2127
52,'Fvb4-1',496454,499446,'maker-Fvb4-1-augustus-gene-5.26',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1171
53,'Fvb4-1',499619,503804,'snap_masked-Fvb4-1-processed-gene-5.10',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1892
54,'Fvb4-1',505345,509500,'snap_masked-Fvb4-1-processed-gene-5.11',0,0,0,0.75,0.5134744947064485,0,0,0,0,0,0,0,0,0,0,0,0.5134744947064485,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,None,1,357
55,'Fvb4-1',509948,512564,'maker-Fvb4-1-augustus-gene-5.32',0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,433,0,1228
56,'Fvb4-1',526991,529823,'maker-Fvb4-1-snap-gene-5.38',0,0.06106600776561948,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06106600776561948,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,338,0,1451
57,'Fvb4-1',533700,536665,'maker-Fvb4-1-augustus-gene-5.33',0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,208,0,920
58,'Fvb4-1',564004,571970,'maker-Fvb4-1-augustus-gene-5.29',0,0,0,0.002,0.09100037655328229,0.216,0,0,0,0.436,0,0,0,0,0,0,0,0,0.002,0.012049705033262206,0,0,0,0,0,0.07895067152002008,0.216,0.436,0,0,0,0,0,0,0,0,0,391,2,4148
59,'Fvb4-1',581711,583484,'augustus_masked-Fvb4-1-processed-gene-5.5',0.374,0.13359639233370912,0,0,0.9667418263810597,1.9040000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07215332581736189,1.0,0,0,0,0,0.8945885005636978,0.904,0,0,0,0,0,0,0,0,0,31,222,2,924
60,'Fvb4-1',589602,590003,'augustus_masked-Fvb4-1-processed-gene-6.0',0,0,0.434,0.046,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,476,289,0,402
61,'Fvb4-1',603732,608825,'maker-Fvb4-1-augustus-gene-6.25',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2939
62,'Fvb4-1',629853,637014,'maker-Fvb4-1-augustus-gene-6.22',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2681
63,'Fvb4-1',637815,639137,'maker-Fvb4-1-snap-gene-6.32',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,297
64,'Fvb4-1',639428,644872,'maker-Fvb4-1-snap-gene-6.33',0,0,0,0,0.7678604224058769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7678604224058769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,3,294
65,'Fvb4-1',647742,649736,'maker-Fvb4-1-augustus-gene-6.23',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,834
66,'Fvb4-1',662643,665720,'maker-Fvb4-1-snap-gene-6.34',0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,265,0,1464
67,'Fvb4-1',680662,686930,'maker-Fvb4-1-augustus-gene-6.28',0,0,0.656,0.404,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,171,0,2891
68,'Fvb4-1',687788,688426,'augustus_masked-Fvb4-1-processed-gene-6.8',0.76,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,283,0,546
69,'Fvb4-1',701512,702103,'augustus_masked-Fvb4-1-processed-gene-7.6',0,0,0.512,0.826,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,243,0,393
70,'Fvb4-1',720838,725911,'maker-Fvb4-1-augustus-gene-7.25',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3052
71,'Fvb4-1',732738,732992,'augustus_masked-Fvb4-1-processed-gene-7.2',0,0,0,1.186,1.0,1.0,0,0,0,0,0,0,0,0,0,0.574,0.8980392156862745,0.45,0.612,0.10196078431372549,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,255
72,'Fvb4-1',735985,736549,'maker-Fvb4-1-snap-gene-7.39',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,201
73,'Fvb4-1',745134,753390,'maker-Fvb4-1-augustus-gene-7.26',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,6978
74,'Fvb4-1',754313,759312,'maker-Fvb4-1-augustus-gene-7.28',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,3787
75,'Fvb4-1',758951,761026,'maker-Fvb4-1-augustus-gene-7.31',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1164
76,'Fvb4-1',761678,762759,'snap_masked-Fvb4-1-processed-gene-7.22',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,273
77,'Fvb4-1',767015,772344,'maker-Fvb4-1-augustus-gene-7.29',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2033
78,'Fvb4-1',773427,789467,'maker-Fvb4-1-snap-gene-7.42',0,0,0,0,0.561436319431457,0,0,0,0,0,0,0,0,0,0,0,0.16245869958232032,0,0,0.3989776198491366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,4,3505
79,'Fvb4-1',794265,796996,'maker-Fvb4-1-augustus-gene-8.26',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2285
80,'Fvb4-1',802686,805992,'maker-Fvb4-1-augustus-gene-8.20',0,0,0,0,0.16752343513758694,0.232,0,0,0,0,0,0,0,0,0,0,0.16752343513758694,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,950
81,'Fvb4-1',819799,823641,'maker-Fvb4-1-augustus-gene-8.21',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2008
82,'Fvb4-1',824367,826000,'maker-Fvb4-1-augustus-gene-8.27',0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,268,0,846
83,'Fvb4-1',832303,837077,'augustus_masked-Fvb4-1-processed-gene-8.3',0,0,0,0.158,0.05801047120418848,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.05801047120418848,0.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,1247
84,'Fvb4-1',848114,849209,'maker-Fvb4-1-augustus-gene-8.28',0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,None,142,0,1007
85,'Fvb4-1',849565,849925,'maker-Fvb4-1-snap-gene-8.41',0,0,0.328,0,0,0,0,0,0,0.39,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,16,335,0,292
86,'Fvb4-1',861566,863362,'maker-Fvb4-1-snap-gene-8.32',0.118,0.09404563160823595,0,0.646,0.6722314969393433,1.654,0,0,0,0,0,0,0,0,0,0.646,0,0,0,0,0.764,0,0,0,0,0.6722314969393433,0.89,0,0,0,0,0,0,0,0,0,0,117,2,1020
87,'Fvb4-1',863417,863632,'maker-Fvb4-1-snap-gene-8.33',0,0,0,0.154,0.7037037037037037,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7037037037037037,1.0,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,422,0,0,186
88,'Fvb4-1',873731,883562,'augustus_masked-Fvb4-1-processed-gene-8.5',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2267
89,'Fvb4-1',896268,899066,'augustus_masked-Fvb4-1-processed-gene-9.0',0,0,0,0.936,0.38263665594855306,0,0,0.02572347266881029,0.096,0,0,0,0,0,0,0,0,0,0.936,0.40836012861736337,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,1401
90,'Fvb4-1',899343,899668,'maker-Fvb4-1-snap-gene-9.36',0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,None,0,264
91,'Fvb4-1',899692,900485,'maker-Fvb4-1-snap-gene-9.34',0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,339,0,471
92,'Fvb4-1',912966,913889,'snap_masked-Fvb4-1-processed-gene-9.9',0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,None,0,924
93,'Fvb4-1',913947,915354,'maker-Fvb4-1-snap-gene-9.30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1308
94,'Fvb4-1',915467,916075,'maker-Fvb4-1-snap-gene-9.29',0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,278,0,555
95,'Fvb4-1',922819,925691,'maker-Fvb4-1-snap-gene-9.39',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,900
96,'Fvb4-1',925704,928148,'maker-Fvb4-1-augustus-gene-9.27',0,0,0,1.0,0.9648261758691208,1.0,0,0,0,0,0,0,0,0,0,1.0,0.9648261758691208,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1440
97,'Fvb4-1',931663,934417,'maker-Fvb4-1-augustus-gene-9.23',0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,None,0,2317
98,'Fvb4-1',935920,937908,'snap_masked-Fvb4-1-processed-gene-9.18',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,648
99,'Fvb4-1',937307,938713,'augustus_masked-Fvb4-1-processed-gene-9.3',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,1407
100,'Fvb4-1',957291,964842,'maker-Fvb4-1-snap-gene-9.33',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2965
101,'Fvb4-1',957412,957672,'snap_masked-Fvb4-1-processed-gene-9.20',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,261
102,'Fvb4-1',969064,970063,'maker-Fvb4-1-augustus-gene-9.28',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,831
103,'Fvb4-1',984169,990550,'maker-Fvb4-1-augustus-gene-10.31',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,0,2532
104,'Fvb4-1',990623,994766,'maker-Fvb4-1-augustus-gene-10.36',0,0.18122586872586874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18122586872586874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,1,2237
