g_start,g_stop,g_chromosome,t_start,t_stop,t_chromosome,t_type,t_family
20854902,20855688,Fvb6-1,20854528,20857782,Fvb6-1,DNA,PIF-Harbinger
22377419,22377804,Fvb6-1,22377228,22378662,Fvb6-1,DNA,MULE
22381519,22382174,Fvb6-1,22379656,22382374,Fvb6-1,DNA,CMC-EnSpm
22582630,22582854,Fvb6-1,22582089,22582982,Fvb6-1,Unknown,Unknown
22845078,22845416,Fvb6-1,22844981,22845533,Fvb6-1,LTR,Copia
23010565,23010807,Fvb6-1,23010370,23010846,Fvb6-1,LINE,None
23020278,23021128,Fvb6-1,23019930,23021233,Fvb6-1,DNA,PIF-Harbinger
23212872,23213153,Fvb6-1,23212333,23213372,Fvb6-1,DNA,hAT
23659368,23659595,Fvb6-1,23658672,23659718,Fvb6-1,DNA,MULE
23724114,23725010,Fvb6-1,23723952,23725052,Fvb6-1,LINE,None
23809635,23810578,Fvb6-1,23808921,23810709,Fvb6-1,Unknown,Unknown
24174301,24174939,Fvb6-1,24174083,24175318,Fvb6-1,LTR,Unknown
24621997,24622629,Fvb6-1,24621994,24622930,Fvb6-1,Unknown,Unknown
24797965,24798530,Fvb6-1,24797714,24798624,Fvb6-1,Unknown,Unknown
25708242,25708730,Fvb6-1,25707763,25708816,Fvb6-1,Unknown,Unknown
25870397,25870630,Fvb6-1,25870358,25870753,Fvb6-1,DNA,Unknown
26135016,26135246,Fvb6-1,26134822,26135462,Fvb6-1,DNA,Unknown
26355974,26356390,Fvb6-1,26355971,26356793,Fvb6-1,Unknown,Unknown
26835494,26835805,Fvb6-1,26835449,26835809,Fvb6-1,LTR,Unknown
27065231,27066127,Fvb6-1,27065184,27066294,Fvb6-1,LINE,None
27335406,27335720,Fvb6-1,27335291,27336007,Fvb6-1,LINE,None
27413451,27413837,Fvb6-1,27412993,27414078,Fvb6-1,LINE,None
27433507,27433686,Fvb6-1,27433009,27434156,Fvb6-1,LINE,None
27576948,27577361,Fvb6-1,27575840,27577425,Fvb6-1,LINE,None
28265613,28266857,Fvb6-1,28265569,28266860,Fvb6-1,Unknown,Unknown
28714733,28718511,Fvb6-1,28713061,28718681,Fvb6-1,LINE,None
28719019,28722560,Fvb6-1,28718860,28723851,Fvb6-1,LINE,None
29930482,29930847,Fvb6-1,29930405,29930923,Fvb6-1,LINE,None
29931078,29931628,Fvb6-1,29930917,29931880,Fvb6-1,LINE,None
30077719,30078735,Fvb6-1,30077416,30078781,Fvb6-1,LINE,None
30238454,30238726,Fvb6-1,30238408,30239053,Fvb6-1,Unknown,Unknown
30310620,30310851,Fvb6-1,30310593,30310942,Fvb6-1,LINE,None
30404323,30404562,Fvb6-1,30404159,30404765,Fvb6-1,DNA,Unknown
30438639,30439089,Fvb6-1,30438456,30439395,Fvb6-1,Unknown,Unknown
30691444,30692724,Fvb6-1,30691254,30693490,Fvb6-1,DNA,CMC-EnSpm
31062604,31063116,Fvb6-1,31062292,31063412,Fvb6-1,Unknown,Unknown
31346614,31346853,Fvb6-1,31346447,31347057,Fvb6-1,DNA,Unknown
31452879,31453247,Fvb6-1,31452670,31453306,Fvb6-1,LINE,None
32170316,32171062,Fvb6-1,32169868,32171074,Fvb6-1,DNA,hAT
33695841,33696398,Fvb6-1,33694868,33696552,Fvb6-1,LINE,None
34146027,34147301,Fvb6-1,34145870,34147333,Fvb6-1,Unknown,Unknown
34281830,34282824,Fvb6-1,34281425,34283378,Fvb6-1,Unknown,Unknown
35256925,35257616,Fvb6-1,35256421,35257820,Fvb6-1,LINE,None
35915070,35915255,Fvb6-1,35914601,35919463,Fvb6-1,LTR,Unknown
36098720,36099011,Fvb6-1,36098497,36099067,Fvb6-1,LINE,None
36199006,36199444,Fvb6-1,36198846,36200244,Fvb6-1,LINE,None
89545,90233,Fvb6-2,89543,91416,Fvb6-2,LTR,Gypsy
730364,730657,Fvb6-2,730261,730988,Fvb6-2,LTR,Copia
793624,794380,Fvb6-2,793491,794436,Fvb6-2,LTR,Copia
1028112,1029385,Fvb6-2,1028036,1030080,Fvb6-2,LTR,Gypsy
1029395,1029982,Fvb6-2,1028036,1030080,Fvb6-2,LTR,Gypsy
1676609,1676941,Fvb6-2,1675839,1677336,Fvb6-2,LTR,Gypsy
2723304,2723777,Fvb6-2,2723296,2723927,Fvb6-2,DNA,PIF-Harbinger
2772819,2773831,Fvb6-2,2772804,2773865,Fvb6-2,DNA,MULE
2901002,2901439,Fvb6-2,2900881,2901623,Fvb6-2,DNA,CMC-EnSpm
3220707,3221539,Fvb6-2,3220362,3221635,Fvb6-2,DNA,PIF-Harbinger
3407121,3408209,Fvb6-2,3406639,3410301,Fvb6-2,DNA,PIF-Harbinger
3714493,3715566,Fvb6-2,3714431,3715825,Fvb6-2,DNA,MULE
4041137,4041686,Fvb6-2,4040985,4041883,Fvb6-2,Unknown,Unknown
4919638,4920768,Fvb6-2,4919539,4923227,Fvb6-2,DNA,CMC-EnSpm
5108001,5109151,Fvb6-2,5107693,5110140,Fvb6-2,LTR,Copia
5132041,5132883,Fvb6-2,5132008,5133587,Fvb6-2,DNA,MULE
5414277,5415202,Fvb6-2,5413959,5417345,Fvb6-2,DNA,PIF-Harbinger
5627010,5628061,Fvb6-2,5626509,5628069,Fvb6-2,LTR,Copia
5678626,5680710,Fvb6-2,5678472,5680810,Fvb6-2,LTR,Unknown
5971869,5972789,Fvb6-2,5971688,5973255,Fvb6-2,LTR,Gypsy
5974103,5974480,Fvb6-2,5973779,5976487,Fvb6-2,DNA,CMC-EnSpm
6021816,6023120,Fvb6-2,6020937,6023273,Fvb6-2,LTR,Unknown
6253983,6254222,Fvb6-2,6253937,6254402,Fvb6-2,LINE,None
6332326,6333022,Fvb6-2,6332233,6333626,Fvb6-2,DNA,Unknown
6367176,6367815,Fvb6-2,6367018,6367914,Fvb6-2,Unknown,Unknown
6376578,6377228,Fvb6-2,6369405,6377325,Fvb6-2,LTR,Gypsy
6627552,6628737,Fvb6-2,6626787,6628833,Fvb6-2,DNA,CMC-EnSpm
6932319,6932674,Fvb6-2,6932027,6932983,Fvb6-2,LTR,Copia
7014652,7014885,Fvb6-2,7014536,7015196,Fvb6-2,LTR,Copia
7032756,7033031,Fvb6-2,7031081,7033129,Fvb6-2,LTR,Gypsy
7199941,7200658,Fvb6-2,7198793,7200732,Fvb6-2,DNA,PIF-Harbinger
7261298,7262336,Fvb6-2,7260981,7264323,Fvb6-2,DNA,PIF-Harbinger
7616306,7616686,Fvb6-2,7615682,7617134,Fvb6-2,DNA,hAT
7617548,7617831,Fvb6-2,7617258,7618108,Fvb6-2,DNA,hAT
7924134,7924457,Fvb6-2,7923403,7924460,Fvb6-2,LTR,Unknown
7924134,7924457,Fvb6-2,7924121,7924606,Fvb6-2,LTR,Copia
7937348,7937791,Fvb6-2,7937241,7938313,Fvb6-2,LTR,Copia
8094615,8095683,Fvb6-2,8094336,8095758,Fvb6-2,Unknown,Unknown
8423172,8424167,Fvb6-2,8422629,8424312,Fvb6-2,Unknown,Unknown
8503949,8504149,Fvb6-2,8503917,8504743,Fvb6-2,Unknown,Unknown
8528703,8529471,Fvb6-2,8528263,8531442,Fvb6-2,LTR,Unknown
8625224,8626122,Fvb6-2,8625186,8626289,Fvb6-2,LINE,None
8918187,8918546,Fvb6-2,8917914,8919205,Fvb6-2,Unknown,Unknown
8918599,8918930,Fvb6-2,8917914,8919205,Fvb6-2,Unknown,Unknown
9378595,9378926,Fvb6-2,9378320,9379611,Fvb6-2,Unknown,Unknown
9378979,9379338,Fvb6-2,9378320,9379611,Fvb6-2,Unknown,Unknown
9600781,9601241,Fvb6-2,9600365,9601773,Fvb6-2,DNA,CMC-EnSpm
9695981,9698399,Fvb6-2,9695390,9698601,Fvb6-2,DNA,CMC-EnSpm
9836486,9837474,Fvb6-2,9836296,9840096,Fvb6-2,LTR,Unknown
10262149,10262634,Fvb6-2,10261986,10262965,Fvb6-2,LINE,None
10693218,10693595,Fvb6-2,10693194,10694516,Fvb6-2,LTR,Unknown
10929593,10930375,Fvb6-2,10929317,10930483,Fvb6-2,LTR,Gypsy
10932009,10932665,Fvb6-2,10930971,10932742,Fvb6-2,LTR,Gypsy
11037868,11040665,Fvb6-2,11037525,11040830,Fvb6-2,DNA,hAT
11283983,11284287,Fvb6-2,11283767,11284491,Fvb6-2,Unknown,Unknown
11627209,11627710,Fvb6-2,11626309,11627774,Fvb6-2,DNA,CMC-EnSpm
11910067,11913207,Fvb6-2,11909745,11916026,Fvb6-2,LTR,Gypsy
11939304,11942444,Fvb6-2,11938982,11945263,Fvb6-2,LTR,Gypsy
12049505,12050022,Fvb6-2,12049073,12050428,Fvb6-2,DNA,PIF-Harbinger
13401370,13401729,Fvb6-2,13401177,13401869,Fvb6-2,LTR,Copia
13504191,13504574,Fvb6-2,13503138,13504581,Fvb6-2,LTR,Copia
13565421,13566326,Fvb6-2,13559508,13566424,Fvb6-2,LTR,Gypsy
13745702,13746405,Fvb6-2,13745129,13746744,Fvb6-2,LTR,Unknown
13974016,13974294,Fvb6-2,13973906,13974617,Fvb6-2,LTR,Copia
14003144,14003414,Fvb6-2,14002738,14003474,Fvb6-2,LTR,Unknown
14003144,14003414,Fvb6-2,14003123,14004870,Fvb6-2,LTR,Copia
14003422,14004512,Fvb6-2,14003123,14004870,Fvb6-2,LTR,Copia
14081484,14081960,Fvb6-2,14081452,14082019,Fvb6-2,LTR,Copia
14081824,14082006,Fvb6-2,14081452,14082019,Fvb6-2,LTR,Copia
14081824,14082006,Fvb6-2,14081705,14082662,Fvb6-2,LTR,Unknown
14262048,14262659,Fvb6-2,14259588,14262756,Fvb6-2,DNA,CMC-EnSpm
14468883,14469221,Fvb6-2,14468786,14469338,Fvb6-2,LTR,Copia
14680838,14681924,Fvb6-2,14680820,14682486,Fvb6-2,LTR,Copia
14806946,14807434,Fvb6-2,14806851,14811189,Fvb6-2,LTR,Gypsy
14807924,14811110,Fvb6-2,14806851,14811189,Fvb6-2,LTR,Gypsy
15420473,15421969,Fvb6-2,15420367,15422084,Fvb6-2,LTR,Gypsy
15456410,15456820,Fvb6-2,15456403,15458127,Fvb6-2,LTR,Copia
15896225,15897359,Fvb6-2,15895827,15898122,Fvb6-2,LTR,Gypsy
15897459,15898026,Fvb6-2,15895827,15898122,Fvb6-2,LTR,Gypsy
16107634,16107886,Fvb6-2,16107565,16108298,Fvb6-2,LTR,Unknown
16347706,16348051,Fvb6-2,16346260,16348267,Fvb6-2,DNA,hAT
16613745,16615291,Fvb6-2,16613731,16615345,Fvb6-2,LTR,Copia
16890707,16892187,Fvb6-2,16889552,16892192,Fvb6-2,DNA,CMC-EnSpm
17068770,17069119,Fvb6-2,17068666,17069303,Fvb6-2,DNA,Unknown
17092187,17093446,Fvb6-2,17090919,17093681,Fvb6-2,LTR,Unknown
17251936,17252172,Fvb6-2,17251347,17252553,Fvb6-2,Unknown,Unknown
17310265,17311206,Fvb6-2,17309377,17311274,Fvb6-2,DNA,CMC-EnSpm
18408571,18408834,Fvb6-2,18408273,18409405,Fvb6-2,LINE,None
18600992,18601434,Fvb6-2,18599794,18601899,Fvb6-2,LTR,Copia
18613038,18613943,Fvb6-2,18612764,18614872,Fvb6-2,LTR,Copia
18613965,18614407,Fvb6-2,18612764,18614872,Fvb6-2,LTR,Copia
18693002,18693223,Fvb6-2,18692566,18693323,Fvb6-2,Unknown,Unknown
18745886,18746331,Fvb6-2,18745396,18746662,Fvb6-2,DNA,CMC-EnSpm
19012031,19012342,Fvb6-2,19012008,19012346,Fvb6-2,LTR,Unknown
19270761,19271834,Fvb6-2,19270748,19272336,Fvb6-2,DNA,Unknown
19416348,19416533,Fvb6-2,19416331,19416584,Fvb6-2,DNA,PIF-Harbinger
20012066,20012913,Fvb6-2,20012018,20013019,Fvb6-2,Unknown,Unknown
20022823,20023143,Fvb6-2,20022801,20023252,Fvb6-2,LINE,None
20118303,20118500,Fvb6-2,20118252,20118572,Fvb6-2,DNA,CMC-EnSpm
20394533,20394873,Fvb6-2,20393711,20395256,Fvb6-2,DNA,Unknown
20616815,20620791,Fvb6-2,20616570,20620839,Fvb6-2,LINE,None
21207809,21208533,Fvb6-2,21207184,21208797,Fvb6-2,DNA,CMC-EnSpm
21302675,21302957,Fvb6-2,21302466,21304081,Fvb6-2,DNA,CMC-EnSpm
21334479,21334859,Fvb6-2,21334090,21334997,Fvb6-2,DNA,CMC-EnSpm
21473357,21474008,Fvb6-2,21472913,21474794,Fvb6-2,LINE,None
21618042,21618897,Fvb6-2,21617734,21619312,Fvb6-2,LTR,Copia
22266319,22267088,Fvb6-2,22265336,22267160,Fvb6-2,LINE,None
22495848,22496293,Fvb6-2,22495635,22496673,Fvb6-2,Unknown,Unknown
23201163,23201580,Fvb6-2,23200942,23205418,Fvb6-2,LTR,Gypsy
23202059,23205247,Fvb6-2,23200942,23205418,Fvb6-2,LTR,Gypsy
23546225,23546815,Fvb6-2,23545594,23546841,Fvb6-2,DNA,hAT
23636776,23637814,Fvb6-2,23636458,23639813,Fvb6-2,DNA,PIF-Harbinger
23853435,23853988,Fvb6-2,23853264,23854145,Fvb6-2,DNA,hAT
24699573,24700077,Fvb6-2,24699362,24700204,Fvb6-2,DNA,hAT
24715675,24716032,Fvb6-2,24715618,24716203,Fvb6-2,LINE,None
25342707,25343125,Fvb6-2,25342543,25343197,Fvb6-2,Unknown,Unknown
25720959,25722035,Fvb6-2,25720509,25722572,Fvb6-2,Unknown,Unknown
25973390,25973758,Fvb6-2,25973018,25973832,Fvb6-2,LTR,Gypsy
27185117,27185599,Fvb6-2,27185058,27186110,Fvb6-2,LINE,None
27671842,27672456,Fvb6-2,27671457,27672849,Fvb6-2,LTR,Unknown
27703868,27704825,Fvb6-2,27702068,27704838,Fvb6-2,DNA,PIF-Harbinger
30199724,30200192,Fvb6-2,30199675,30200231,Fvb6-2,Unknown,Unknown
30758764,30759661,Fvb6-2,30758597,30759733,Fvb6-2,LINE,None
31998426,31998892,Fvb6-2,31998323,31999229,Fvb6-2,DNA,hAT
32073442,32073742,Fvb6-2,32073192,32074349,Fvb6-2,Unknown,Unknown
32211739,32212246,Fvb6-2,32211345,32213107,Fvb6-2,LTR,Copia
32219904,32220810,Fvb6-2,32219458,32220953,Fvb6-2,Unknown,Unknown
33410988,33411238,Fvb6-2,33410930,33411844,Fvb6-2,Unknown,Unknown
33612381,33613083,Fvb6-2,33611038,33613457,Fvb6-2,LTR,Copia
33623034,33623351,Fvb6-2,33622941,33623397,Fvb6-2,DNA,PIF-Harbinger
33989346,33989786,Fvb6-2,33989234,33991107,Fvb6-2,DNA,CMC-EnSpm
34024474,34024789,Fvb6-2,34024044,34025326,Fvb6-2,LTR,Gypsy
34119142,34120026,Fvb6-2,34118904,34122089,Fvb6-2,LTR,Gypsy
34121491,34121751,Fvb6-2,34118904,34122089,Fvb6-2,LTR,Gypsy
34193028,34193473,Fvb6-2,34192816,34193648,Fvb6-2,LTR,Gypsy
34229869,34230400,Fvb6-2,34229851,34230407,Fvb6-2,LTR,Copia
34230183,34230416,Fvb6-2,34230092,34231120,Fvb6-2,LTR,Unknown
1862088,1862339,Fvb6-3,1861902,1862553,Fvb6-3,DNA,PIF-Harbinger
3909228,3909545,Fvb6-3,3909093,3909611,Fvb6-3,Unknown,Unknown
3923943,3924224,Fvb6-3,3923931,3924254,Fvb6-3,Unknown,Unknown
4251126,4251323,Fvb6-3,4251093,4251331,Fvb6-3,Unknown,Unknown
4792155,4792450,Fvb6-3,4791876,4792498,Fvb6-3,DNA,hAT
4994514,4994809,Fvb6-3,4994235,4994857,Fvb6-3,DNA,hAT
5931217,5931468,Fvb6-3,5931118,5931580,Fvb6-3,DNA,PIF-Harbinger
6298244,6299140,Fvb6-3,6297757,6299862,Fvb6-3,Unknown,Unknown
7039242,7039919,Fvb6-3,7039229,7040279,Fvb6-3,Unknown,Unknown
7043165,7043674,Fvb6-3,7043164,7043690,Fvb6-3,DNA,PIF-Harbinger
7284668,7284946,Fvb6-3,7284387,7285182,Fvb6-3,LTR,Unknown
7762778,7763536,Fvb6-3,7762401,7763619,Fvb6-3,DNA,MULE
9479012,9479256,Fvb6-3,9478674,9479328,Fvb6-3,Unknown,Unknown
9933737,9934149,Fvb6-3,9933728,9934191,Fvb6-3,LINE,None
10138586,10138813,Fvb6-3,10136996,10138962,Fvb6-3,DNA,hAT
10160599,10160884,Fvb6-3,10160390,10160933,Fvb6-3,LINE,None
10382101,10382421,Fvb6-3,10382093,10382453,Fvb6-3,DNA,Unknown
10504279,10505174,Fvb6-3,10504238,10505315,Fvb6-3,LINE,None
11153793,11154037,Fvb6-3,11153624,11154604,Fvb6-3,Unknown,Unknown
11329824,11330636,Fvb6-3,11329481,11330823,Fvb6-3,Unknown,Unknown
12388001,12388299,Fvb6-3,12387878,12389620,Fvb6-3,LTR,Gypsy
12388316,12388581,Fvb6-3,12387878,12389620,Fvb6-3,LTR,Gypsy
12388586,12389460,Fvb6-3,12387878,12389620,Fvb6-3,LTR,Gypsy
12390288,12390980,Fvb6-3,12390108,12391819,Fvb6-3,LTR,Gypsy
12776214,12776393,Fvb6-3,12775639,12776664,Fvb6-3,LINE,None
13745128,13745514,Fvb6-3,13745127,13745522,Fvb6-3,DNA,PIF-Harbinger
13787037,13787979,Fvb6-3,13786836,13788011,Fvb6-3,Unknown,Unknown
14281270,14284617,Fvb6-3,14281099,14288614,Fvb6-3,LTR,Gypsy
14291068,14291796,Fvb6-3,14290995,14292751,Fvb6-3,LTR,Gypsy
14465546,14465956,Fvb6-3,14464860,14466191,Fvb6-3,Unknown,Unknown
14569749,14570228,Fvb6-3,14569715,14570308,Fvb6-3,DNA,Unknown
15984642,15985265,Fvb6-3,15984080,15985574,Fvb6-3,LTR,Unknown
16425624,16426144,Fvb6-3,16425457,16428488,Fvb6-3,DNA,PIF-Harbinger
16427832,16428011,Fvb6-3,16425457,16428488,Fvb6-3,DNA,PIF-Harbinger
16508339,16508830,Fvb6-3,16508282,16508881,Fvb6-3,DNA,Unknown
18232119,18232352,Fvb6-3,18232086,18232451,Fvb6-3,DNA,Unknown
18388481,18388777,Fvb6-3,18388424,18389057,Fvb6-3,LTR,Copia
18958653,18960087,Fvb6-3,18958496,18960097,Fvb6-3,DNA,MULE
19082149,19083753,Fvb6-3,19081995,19084323,Fvb6-3,LTR,Unknown
19724909,19725343,Fvb6-3,19724669,19725445,Fvb6-3,Unknown,Unknown
20484924,20487082,Fvb6-3,20484891,20487396,Fvb6-3,DNA,MULE
20705645,20705861,Fvb6-3,20705069,20706111,Fvb6-3,DNA,CMC-EnSpm
21094525,21094836,Fvb6-3,21094217,21095004,Fvb6-3,DNA,CMC-EnSpm
21820490,21821183,Fvb6-3,21820262,21821285,Fvb6-3,DNA,PIF-Harbinger
22417738,22418034,Fvb6-3,22417696,22419204,Fvb6-3,LTR,Gypsy
23671033,23671600,Fvb6-3,23670701,23672632,Fvb6-3,DNA,CMC-EnSpm
24070066,24070251,Fvb6-3,24069656,24070333,Fvb6-3,LTR,Gypsy
24280433,24280886,Fvb6-3,24279945,24281320,Fvb6-3,DNA,CMC-EnSpm
24289084,24289365,Fvb6-3,24288997,24290048,Fvb6-3,LTR,Copia
24289367,24289570,Fvb6-3,24288997,24290048,Fvb6-3,LTR,Copia
24289367,24289570,Fvb6-3,24289248,24290284,Fvb6-3,LTR,Unknown
25294906,25295696,Fvb6-3,25294642,25295855,Fvb6-3,Unknown,Unknown
25306051,25306362,Fvb6-3,25304930,25306628,Fvb6-3,DNA,Unknown
25968789,25969049,Fvb6-3,25968477,25969083,Fvb6-3,Unknown,Unknown
26037057,26037346,Fvb6-3,26036896,26038564,Fvb6-3,LTR,Gypsy
26039066,26039542,Fvb6-3,26039052,26040750,Fvb6-3,LTR,Gypsy
26256381,26256662,Fvb6-3,26256294,26257279,Fvb6-3,LTR,Copia
26852330,26853070,Fvb6-3,26852198,26853094,Fvb6-3,Unknown,Unknown
27209745,27211045,Fvb6-3,27208981,27211447,Fvb6-3,LTR,Copia
27677689,27678429,Fvb6-3,27677557,27678453,Fvb6-3,Unknown,Unknown
28007726,28007974,Fvb6-3,28006702,28008342,Fvb6-3,DNA,CMC-EnSpm
29010676,29011449,Fvb6-3,29010543,29011619,Fvb6-3,LINE,None
29210086,29211688,Fvb6-3,29210055,29211837,Fvb6-3,LTR,Gypsy
29687049,29687263,Fvb6-3,29687012,29687561,Fvb6-3,DNA,PIF-Harbinger
30007875,30009299,Fvb6-3,30007132,30009470,Fvb6-3,LTR,Copia
30750534,30750954,Fvb6-3,30750299,30751129,Fvb6-3,LINE,None
30931111,30932517,Fvb6-3,30930350,30932688,Fvb6-3,LTR,Copia
31032720,31032932,Fvb6-3,31032488,31032971,Fvb6-3,Unknown,Unknown
31347221,31350527,Fvb6-3,31347023,31354518,Fvb6-3,LTR,Gypsy
31356877,31357104,Fvb6-3,31356844,31358604,Fvb6-3,LTR,Gypsy
31357143,31357751,Fvb6-3,31356844,31358604,Fvb6-3,LTR,Gypsy
31567475,31568057,Fvb6-3,31567376,31568164,Fvb6-3,LINE,None
31707482,31708850,Fvb6-3,31707136,31708995,Fvb6-3,DNA,PIF-Harbinger
31821051,31822931,Fvb6-3,31820693,31823030,Fvb6-3,LTR,Unknown
32022123,32022556,Fvb6-3,32021861,32022768,Fvb6-3,LINE,None
32412291,32412555,Fvb6-3,32411989,32413080,Fvb6-3,DNA,PIF-Harbinger
32549236,32549725,Fvb6-3,32549157,32549811,Fvb6-3,Unknown,Unknown
33065185,33065496,Fvb6-3,33065164,33065500,Fvb6-3,LTR,Unknown
33846424,33847004,Fvb6-3,33845958,33847496,Fvb6-3,DNA,MULE
33936391,33936576,Fvb6-3,33936095,33936727,Fvb6-3,Unknown,Unknown
33936684,33937141,Fvb6-3,33936637,33937218,Fvb6-3,LTR,Unknown
34535569,34536149,Fvb6-3,34535372,34536180,Fvb6-3,LINE,None
34874849,34877775,Fvb6-3,34874696,34877913,Fvb6-3,DNA,hAT
34981488,34981903,Fvb6-3,34981330,34982363,Fvb6-3,LTR,Unknown
35106352,35106657,Fvb6-3,35105070,35106754,Fvb6-3,DNA,PIF-Harbinger
35107220,35107765,Fvb6-3,35106777,35107844,Fvb6-3,DNA,PIF-Harbinger
35462026,35462886,Fvb6-3,35460259,35463063,Fvb6-3,DNA,PIF-Harbinger
36230766,36231788,Fvb6-3,36230686,36232898,Fvb6-3,LTR,Gypsy
36231907,36232794,Fvb6-3,36230686,36232898,Fvb6-3,LTR,Gypsy
36262133,36262381,Fvb6-3,36262130,36263780,Fvb6-3,LINE,None
36262406,36263770,Fvb6-3,36262130,36263780,Fvb6-3,LINE,None
36317095,36317400,Fvb6-3,36316704,36317612,Fvb6-3,LINE,None
37123006,37123905,Fvb6-3,37122524,37124164,Fvb6-3,Unknown,Unknown
38287856,38288179,Fvb6-3,38287689,38288443,Fvb6-3,Unknown,Unknown
